"","Organisation","Indv","StartDate","EndDate","FedStart","FedEnd","Year","YearsExp"
"10315","Bureau of Economic Analysis (BEA) Foundation","Doctor Karen Dynan",2012,2013,2007,2009,2009,0
"10332","Bureau of Economic Analysis (BEA) Foundation","Doctor Karen Dynan",2012,2013,2009,2013,2009,0
"10333","Bureau of Economic Analysis (BEA) Foundation","Doctor Karen Dynan",2012,2013,2009,2013,2010,0
"10334","Bureau of Economic Analysis (BEA) Foundation","Doctor Karen Dynan",2012,2013,2009,2013,2011,0
"10335","Bureau of Economic Analysis (BEA) Foundation","Doctor Karen Dynan",2012,2013,2009,2013,2012,0
"10336","Bureau of Economic Analysis (BEA) Foundation","Doctor Karen Dynan",2012,2013,2009,2013,2013,1
"10342","Burnham Corp","Rufus A Fulton Jr",2000,2013,2002,2005,2002,2
"10343","Burnham Corp","Rufus A Fulton Jr",2000,2013,2002,2005,2003,3
"10344","Burnham Corp","Rufus A Fulton Jr",2000,2013,2002,2005,2004,4
"10345","Burnham Corp","Rufus A Fulton Jr",2000,2013,2002,2005,2005,5
"10473","Business-Higher Education Forum (BHEF)","Doctor Roger Walton Ferguson Jr",2013,2013,1997,1999,1997,0
"10474","Business-Higher Education Forum (BHEF)","Doctor Roger Walton Ferguson Jr",2013,2013,1997,1999,1998,0
"10475","Business-Higher Education Forum (BHEF)","Doctor Roger Walton Ferguson Jr",2013,2013,1997,1999,1999,0
"10492","Business-Higher Education Forum (BHEF)","Doctor Roger Walton Ferguson Jr",2013,2013,1999,2001,1999,0
"10493","Business-Higher Education Forum (BHEF)","Doctor Roger Walton Ferguson Jr",2013,2013,1999,2001,2000,0
"10494","Business-Higher Education Forum (BHEF)","Doctor Roger Walton Ferguson Jr",2013,2013,1999,2001,2001,0
"10511","Business-Higher Education Forum (BHEF)","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2001,0
"10512","Business-Higher Education Forum (BHEF)","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2002,0
"10513","Business-Higher Education Forum (BHEF)","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2003,0
"10514","Business-Higher Education Forum (BHEF)","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2004,0
"10515","Business-Higher Education Forum (BHEF)","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2005,0
"10516","Business-Higher Education Forum (BHEF)","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2006,0
"10637","Canadian Council of Chief Executives (CCCE)","William (Bill) A Downe",2013,2013,2008,2009,2008,0
"10638","Canadian Council of Chief Executives (CCCE)","William (Bill) A Downe",2013,2013,2008,2009,2009,0
"10687","CAPITAL ONE FINANCIAL CORP","Larry Allan Klane",2000,2001,2007,2008,2007,1
"10688","CAPITAL ONE FINANCIAL CORP","Larry Allan Klane",2000,2001,2007,2008,2008,1
"10704","CAPITAL ONE FINANCIAL CORP","Larry Allan Klane",2001,2003,2007,2008,2007,2
"10705","CAPITAL ONE FINANCIAL CORP","Larry Allan Klane",2001,2003,2007,2008,2008,2
"10721","CAPITAL ONE FINANCIAL CORP","Larry Allan Klane",2003,2006,2007,2008,2007,3
"10722","CAPITAL ONE FINANCIAL CORP","Larry Allan Klane",2003,2006,2007,2008,2008,3
"10738","CAPITAL ONE FINANCIAL CORP","Larry Allan Klane",2006,2008,2007,2008,2007,1
"10739","CAPITAL ONE FINANCIAL CORP","Larry Allan Klane",2006,2008,2007,2008,2008,2
"10762","Carnegie Endowment for International Peace (CEIP)","Doctor Roger Walton Ferguson Jr",2013,2013,1997,1999,1997,0
"10763","Carnegie Endowment for International Peace (CEIP)","Doctor Roger Walton Ferguson Jr",2013,2013,1997,1999,1998,0
"10764","Carnegie Endowment for International Peace (CEIP)","Doctor Roger Walton Ferguson Jr",2013,2013,1997,1999,1999,0
"10781","Carnegie Endowment for International Peace (CEIP)","Doctor Roger Walton Ferguson Jr",2013,2013,1999,2001,1999,0
"10782","Carnegie Endowment for International Peace (CEIP)","Doctor Roger Walton Ferguson Jr",2013,2013,1999,2001,2000,0
"10783","Carnegie Endowment for International Peace (CEIP)","Doctor Roger Walton Ferguson Jr",2013,2013,1999,2001,2001,0
"10800","Carnegie Endowment for International Peace (CEIP)","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2001,0
"10801","Carnegie Endowment for International Peace (CEIP)","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2002,0
"10802","Carnegie Endowment for International Peace (CEIP)","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2003,0
"10803","Carnegie Endowment for International Peace (CEIP)","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2004,0
"10804","Carnegie Endowment for International Peace (CEIP)","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2005,0
"10805","Carnegie Endowment for International Peace (CEIP)","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2006,0
"10855","Carolina Healthcare Systems","G Kennedy Thompson",2013,2013,2005,2007,2005,0
"10856","Carolina Healthcare Systems","G Kennedy Thompson",2013,2013,2005,2007,2006,0
"10857","Carolina Healthcare Systems","G Kennedy Thompson",2013,2013,2005,2007,2007,0
"10899","Castle Creek Capital LLC","Richard A Zona",2013,2013,1998,1999,1998,0
"10900","Castle Creek Capital LLC","Richard A Zona",2013,2013,1998,1999,1999,0
"10926","Catalyst Inc","William (Bill) A Downe",2013,2013,2008,2009,2008,0
"10927","Catalyst Inc","William (Bill) A Downe",2013,2013,2008,2009,2009,0
"10933","Catholic Charities Hawaii","Walter A Dods Jr",2013,2013,1998,2000,1998,0
"10934","Catholic Charities Hawaii","Walter A Dods Jr",2013,2013,1998,2000,1999,0
"10935","Catholic Charities Hawaii","Walter A Dods Jr",2013,2013,1998,2000,2000,0
"11034","CBOE HOLDINGS INC","Professor, Dr Susan M Phillips",2010,2013,1991,1998,1997,0
"11035","CBOE HOLDINGS INC","Professor, Dr Susan M Phillips",2010,2013,1991,1998,1998,0
"11051","CBOE Holdings Inc (Listed 06/2010)","Professor, Dr Susan M Phillips",2010,2010,1991,1998,1997,0
"11052","CBOE Holdings Inc (Listed 06/2010)","Professor, Dr Susan M Phillips",2010,2010,1991,1998,1998,0
"11094","Centennial Bank of the West","David (Dave) C Boyles",2013,2006,2006,2007,2006,-7
"11095","Centennial Bank of the West","David (Dave) C Boyles",2013,2006,2006,2007,2007,-7
"11117","Center City Consortium","Jerome (Jay) H Powell",1998,2004,2012,2013,2012,6
"11118","Center City Consortium","Jerome (Jay) H Powell",1998,2004,2012,2013,2013,6
"11141","Center for Advanced Study in Behavioral Sciences (CASBS)","Doctor Ben S Bernanke",2013,2013,2002,2005,2002,0
"11142","Center for Advanced Study in Behavioral Sciences (CASBS)","Doctor Ben S Bernanke",2013,2013,2002,2005,2003,0
"11143","Center for Advanced Study in Behavioral Sciences (CASBS)","Doctor Ben S Bernanke",2013,2013,2002,2005,2004,0
"11144","Center for Advanced Study in Behavioral Sciences (CASBS)","Doctor Ben S Bernanke",2013,2013,2002,2005,2005,0
"11162","Center for Advanced Study in Behavioral Sciences (CASBS)","Doctor Ben S Bernanke",2013,2013,2006,2013,2006,0
"11163","Center for Advanced Study in Behavioral Sciences (CASBS)","Doctor Ben S Bernanke",2013,2013,2006,2013,2007,0
"11164","Center for Advanced Study in Behavioral Sciences (CASBS)","Doctor Ben S Bernanke",2013,2013,2006,2013,2008,0
"11165","Center for Advanced Study in Behavioral Sciences (CASBS)","Doctor Ben S Bernanke",2013,2013,2006,2013,2009,0
"11166","Center for Advanced Study in Behavioral Sciences (CASBS)","Doctor Ben S Bernanke",2013,2013,2006,2013,2010,0
"11167","Center for Advanced Study in Behavioral Sciences (CASBS)","Doctor Ben S Bernanke",2013,2013,2006,2013,2011,0
"11168","Center for Advanced Study in Behavioral Sciences (CASBS)","Doctor Ben S Bernanke",2013,2013,2006,2013,2012,0
"11169","Center for Advanced Study in Behavioral Sciences (CASBS)","Doctor Ben S Bernanke",2013,2013,2006,2013,2013,0
"11216","Center for American Progress","Daniel (Dan) K Tarullo",2013,2013,2009,2013,2009,0
"11217","Center for American Progress","Daniel (Dan) K Tarullo",2013,2013,2009,2013,2010,0
"11218","Center for American Progress","Daniel (Dan) K Tarullo",2013,2013,2009,2013,2011,0
"11219","Center for American Progress","Daniel (Dan) K Tarullo",2013,2013,2009,2013,2012,0
"11220","Center for American Progress","Daniel (Dan) K Tarullo",2013,2013,2009,2013,2013,0
"11224","Center for Applied Research (CFAR)","Professor Andrea Sironi",2013,2013,2000,2000,2000,0
"11272","Center for Financial Studies, Goethe University (CFS)","Athanasios Orphanides",2013,2013,1996,2003,1997,0
"11273","Center for Financial Studies, Goethe University (CFS)","Athanasios Orphanides",2013,2013,1996,2003,1998,0
"11274","Center for Financial Studies, Goethe University (CFS)","Athanasios Orphanides",2013,2013,1996,2003,1999,0
"11275","Center for Financial Studies, Goethe University (CFS)","Athanasios Orphanides",2013,2013,1996,2003,2000,0
"11276","Center for Financial Studies, Goethe University (CFS)","Athanasios Orphanides",2013,2013,1996,2003,2001,0
"11277","Center for Financial Studies, Goethe University (CFS)","Athanasios Orphanides",2013,2013,1996,2003,2002,0
"11278","Center for Financial Studies, Goethe University (CFS)","Athanasios Orphanides",2013,2013,1996,2003,2003,0
"11295","Center for Financial Studies, Goethe University (CFS)","Athanasios Orphanides",2013,2013,2003,2006,2003,0
"11296","Center for Financial Studies, Goethe University (CFS)","Athanasios Orphanides",2013,2013,2003,2006,2004,0
"11297","Center for Financial Studies, Goethe University (CFS)","Athanasios Orphanides",2013,2013,2003,2006,2005,0
"11298","Center for Financial Studies, Goethe University (CFS)","Athanasios Orphanides",2013,2013,2003,2006,2006,0
"11315","Center for Financial Studies, Goethe University (CFS)","Athanasios Orphanides",2013,2013,2006,2007,2006,0
"11316","Center for Financial Studies, Goethe University (CFS)","Athanasios Orphanides",2013,2013,2006,2007,2007,0
"11408","Center for International Political Economy in New York","Doctor Janet Louise Yellen",1999,2000,1994,1997,1997,0
"11455","Center for International Political Economy in New York","Doctor Janet Louise Yellen",1999,2000,2010,2013,2010,1
"11456","Center for International Political Economy in New York","Doctor Janet Louise Yellen",1999,2000,2010,2013,2011,1
"11457","Center for International Political Economy in New York","Doctor Janet Louise Yellen",1999,2000,2010,2013,2012,1
"11458","Center for International Political Economy in New York","Doctor Janet Louise Yellen",1999,2000,2010,2013,2013,1
"11481","Center for Naval Analyses (CNA)","Professor, Dr Martin (Marty) Stuart Feldstein",2009,2013,2002,2003,2002,0
"11482","Center for Naval Analyses (CNA)","Professor, Dr Martin (Marty) Stuart Feldstein",2009,2013,2002,2003,2003,0
"11561","Central Bank of Cyprus","Athanasios Orphanides",2007,2012,1996,2003,1997,0
"11562","Central Bank of Cyprus","Athanasios Orphanides",2007,2012,1996,2003,1998,0
"11563","Central Bank of Cyprus","Athanasios Orphanides",2007,2012,1996,2003,1999,0
"11564","Central Bank of Cyprus","Athanasios Orphanides",2007,2012,1996,2003,2000,0
"11565","Central Bank of Cyprus","Athanasios Orphanides",2007,2012,1996,2003,2001,0
"11566","Central Bank of Cyprus","Athanasios Orphanides",2007,2012,1996,2003,2002,0
"11567","Central Bank of Cyprus","Athanasios Orphanides",2007,2012,1996,2003,2003,0
"11584","Central Bank of Cyprus","Athanasios Orphanides",2007,2012,2003,2006,2003,0
"11585","Central Bank of Cyprus","Athanasios Orphanides",2007,2012,2003,2006,2004,0
"11586","Central Bank of Cyprus","Athanasios Orphanides",2007,2012,2003,2006,2005,0
"11587","Central Bank of Cyprus","Athanasios Orphanides",2007,2012,2003,2006,2006,0
"11604","Central Bank of Cyprus","Athanasios Orphanides",2007,2012,2006,2007,2006,0
"11605","Central Bank of Cyprus","Athanasios Orphanides",2007,2012,2006,2007,2007,0
"11832","Central Star Credit Union","Alvis Lee Williams",1997,2013,2013,2013,2013,16
"12004","Centre Pacific Partners","Richard A Zona",2000,2013,1998,1999,1998,0
"12005","Centre Pacific Partners","Richard A Zona",2000,2013,1998,1999,1999,0
"12055","Chaminade University of Honolulu (CUH)","Walter A Dods Jr",2013,2013,1998,2000,1998,0
"12056","Chaminade University of Honolulu (CUH)","Walter A Dods Jr",2013,2013,1998,2000,1999,0
"12057","Chaminade University of Honolulu (CUH)","Walter A Dods Jr",2013,2013,1998,2000,2000,0
"12125","Chase Manhattan Bank Ltd","Professor Andrea Sironi",1989,1990,2000,2000,2000,1
"12141","Chase Manhattan Bank Ltd","Carol J Parry",1992,1996,1999,2000,1999,4
"12142","Chase Manhattan Bank Ltd","Carol J Parry",1992,1996,1999,2000,2000,4
"12158","Chase Manhattan Bank Ltd","Carol J Parry",1996,1999,1999,2000,1999,3
"12159","Chase Manhattan Bank Ltd","Carol J Parry",1996,1999,1999,2000,2000,3
"12200","Chase Radio Partners LLC","Anthony (Tony) Ray Chase",2000,2013,2007,2008,2007,7
"12201","Chase Radio Partners LLC","Anthony (Tony) Ray Chase",2000,2013,2007,2008,2008,8
"12217","Chase Telecommunications Holdings Inc","Anthony (Tony) Ray Chase",1993,1994,2007,2008,2007,1
"12218","Chase Telecommunications Holdings Inc","Anthony (Tony) Ray Chase",1993,1994,2007,2008,2008,1
"12234","ChaseCom LP","Anthony (Tony) Ray Chase",1998,2013,2007,2008,2007,9
"12235","ChaseCom LP","Anthony (Tony) Ray Chase",1998,2013,2007,2008,2008,10
"12251","ChaseSource LP","Anthony (Tony) Ray Chase",2013,2013,2007,2008,2007,0
"12252","ChaseSource LP","Anthony (Tony) Ray Chase",2013,2013,2007,2008,2008,0
"12268","ChaseSource Real Estate Services LP","Anthony (Tony) Ray Chase",2013,2013,2007,2008,2007,0
"12269","ChaseSource Real Estate Services LP","Anthony (Tony) Ray Chase",2013,2013,2007,2008,2008,0
"12277","Chemical Bank Inc","Carol J Parry",1981,1982,1999,2000,1999,1
"12278","Chemical Bank Inc","Carol J Parry",1981,1982,1999,2000,2000,1
"12343","Chicago Board Options Exchange Inc","Professor, Dr Susan M Phillips",2007,2013,1991,1998,1997,0
"12344","Chicago Board Options Exchange Inc","Professor, Dr Susan M Phillips",2007,2013,1991,1998,1998,0
"12377","Chicago Futures Exchange (CFE)","Professor, Dr Susan M Phillips",2013,2013,1991,1998,1997,0
"12378","Chicago Futures Exchange (CFE)","Professor, Dr Susan M Phillips",2013,2013,1991,1998,1998,0
"12529","Chicago United (CU)","Gordon R Werkema",2013,2010,2013,2013,2013,-3
"12546","Chicago United (CU)","Gordon R Werkema",2010,2011,2013,2013,2013,1
"12563","Chicago United (CU)","Gordon R Werkema",2011,2013,2013,2013,2013,2
"12680","Children's Healthcare of Atlanta Inc (ESR Children's Health Care System prior to 09/1999)","Richard (Dick) A Anderson",2013,2013,2011,2012,2011,0
"12681","Children's Healthcare of Atlanta Inc (ESR Children's Health Care System prior to 09/1999)","Richard (Dick) A Anderson",2013,2013,2011,2012,2012,0
"12683","China Banking Regulatory Commission (CBRC)","Doctor Roger Walton Ferguson Jr",2013,2013,1997,1999,1997,0
"12684","China Banking Regulatory Commission (CBRC)","Doctor Roger Walton Ferguson Jr",2013,2013,1997,1999,1998,0
"12685","China Banking Regulatory Commission (CBRC)","Doctor Roger Walton Ferguson Jr",2013,2013,1997,1999,1999,0
"12702","China Banking Regulatory Commission (CBRC)","Doctor Roger Walton Ferguson Jr",2013,2013,1999,2001,1999,0
"12703","China Banking Regulatory Commission (CBRC)","Doctor Roger Walton Ferguson Jr",2013,2013,1999,2001,2000,0
"12704","China Banking Regulatory Commission (CBRC)","Doctor Roger Walton Ferguson Jr",2013,2013,1999,2001,2001,0
"12721","China Banking Regulatory Commission (CBRC)","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2001,0
"12722","China Banking Regulatory Commission (CBRC)","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2002,0
"12723","China Banking Regulatory Commission (CBRC)","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2003,0
"12724","China Banking Regulatory Commission (CBRC)","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2004,0
"12725","China Banking Regulatory Commission (CBRC)","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2005,0
"12726","China Banking Regulatory Commission (CBRC)","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2006,0
"12833","Cingular Wireless Corp","Richard (Dick) A Anderson",2013,2007,2011,2012,2011,-6
"12834","Cingular Wireless Corp","Richard (Dick) A Anderson",2013,2007,2011,2012,2012,-6
"12852","CIO Forum","Margaret (Lyn) E McDermid",2013,2013,2013,2013,2013,0
"12905","Citigroup Global Markets Ltd","Marvin J Barth",2003,2006,1998,2001,1998,0
"12906","Citigroup Global Markets Ltd","Marvin J Barth",2003,2006,1998,2001,1999,0
"12907","Citigroup Global Markets Ltd","Marvin J Barth",2003,2006,1998,2001,2000,0
"12908","Citigroup Global Markets Ltd","Marvin J Barth",2003,2006,1998,2001,2001,0
"12926","Citigroup Global Markets Ltd","Marvin J Barth",2003,2006,2002,2003,2002,0
"12927","Citigroup Global Markets Ltd","Marvin J Barth",2003,2006,2002,2003,2003,0
"13009","CITIGROUP INC","Professor Andrea Sironi",2013,2013,2000,2000,2000,0
"13028","CITIGROUP INC","Mary Margaret Fenoglio",2008,2009,2002,2003,2002,0
"13029","CITIGROUP INC","Mary Margaret Fenoglio",2008,2009,2002,2003,2003,0
"13079","City of Lancaster, California","Rufus A Fulton Jr",2006,2013,2002,2005,2002,0
"13080","City of Lancaster, California","Rufus A Fulton Jr",2006,2013,2002,2005,2003,0
"13081","City of Lancaster, California","Rufus A Fulton Jr",2006,2013,2002,2005,2004,0
"13082","City of Lancaster, California","Rufus A Fulton Jr",2006,2013,2002,2005,2005,0
"13105","Clark Atlanta University","Richard (Dick) A Anderson",2013,2013,2011,2012,2011,0
"13106","Clark Atlanta University","Richard (Dick) A Anderson",2013,2013,2011,2012,2012,0
"13133","New York Clearing House Association (NYCHA) Payments Co LLC","G Kennedy Thompson",2004,2005,2005,2007,2005,1
"13134","New York Clearing House Association (NYCHA) Payments Co LLC","G Kennedy Thompson",2004,2005,2005,2007,2006,1
"13135","New York Clearing House Association (NYCHA) Payments Co LLC","G Kennedy Thompson",2004,2005,2005,2007,2007,1
"13150","New York Clearing House Association (NYCHA) Payments Co LLC","G Kennedy Thompson",2005,2006,2005,2007,2005,0
"13151","New York Clearing House Association (NYCHA) Payments Co LLC","G Kennedy Thompson",2005,2006,2005,2007,2006,1
"13152","New York Clearing House Association (NYCHA) Payments Co LLC","G Kennedy Thompson",2005,2006,2005,2007,2007,1
"13170","New York Clearing House Association (NYCHA) Payments Co LLC","Henry Lewis Meyer III",2013,2013,2008,2008,2008,0
"13255","Colgate University","Henry Lewis Meyer III",1969,1972,2008,2008,2008,3
"13346","College of Wooster","Doctor Donald L Kohn",1961,1964,1987,2001,1997,3
"13347","College of Wooster","Doctor Donald L Kohn",1961,1964,1987,2001,1998,3
"13348","College of Wooster","Doctor Donald L Kohn",1961,1964,1987,2001,1999,3
"13349","College of Wooster","Doctor Donald L Kohn",1961,1964,1987,2001,2000,3
"13350","College of Wooster","Doctor Donald L Kohn",1961,1964,1987,2001,2001,3
"13367","College of Wooster","Doctor Donald L Kohn",1961,1964,2001,2002,2001,3
"13368","College of Wooster","Doctor Donald L Kohn",1961,1964,2001,2002,2002,3
